file name,label,vanti,train \ test,score,vanti label,vanti with context data
2RM7W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-23_21-34-17.JPG,0,0,0,0.64,1,0
3AK1S_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX13SDY18_2020-11-18_22-44-50.JPG,0,0,0,0.68,0,0
2RM0I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-10-30_03-53-07.JPG,0,0,0,0.45,1,0
1PJ5E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-11-25_22-16-20.JPG,0,0,0,0.76,1,0
1PJ4O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-24_04-07-48.JPG,0,0,1,0.87,1,0
3AJX8_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX7SDY40_2020-11-19_08-38-20.JPG,0,0,0,0.82,1,0
2RM0K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-10-30_10-12-49.JPG,0,0,0,0.42,1,0
2RM36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-24_01-33-45.JPG,0,0,0,0.94,0,0
2RM10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-10-22_18-25-59.JPG,0,0,0,0.94,1,0
3AK0G_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY16_2020-11-21_04-51-08.JPG,0,0,0,0.86,0,0
3AK2I_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX8SDY11_2020-11-21_05-47-32.JPG,0,0,0,0.64,0,0
2RM10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-10-22_18-25-59.JPG,0,0,0,0.44,1,0
5X6XS_RWHM_VE_MEAS_CD_SEM_{S5_20_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-11-25_00-09-25.JPG,0,0,0,0.66,0,0
1PJ7I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-25_19-53-45.JPG,0,0,1,0.50,0,0
2RM34_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-12_21-17-31.JPG,0,0,1,0.51,0,0
1PJ8U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-21_16-49-45.JPG,0,0,0,0.91,1,0
1PJ7Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-27_09-29-48.JPG,0,0,0,0.65,1,0
3AJV0_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX2SDY33_2020-11-22_14-52-00.JPG,0,0,1,0.90,0,0
3AJZ6_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX12SDY42_2020-11-22_11-48-27.JPG,0,0,0,0.88,1,0
1PJ4M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-10-31_11-07-07.JPG,0,0,0,0.53,1,0
1PJ7U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-11-21_22-12-45.JPG,0,0,0,0.68,0,0
2RM7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX1SDY18_2020-11-28_02-22-57.JPG,0,0,0,0.84,0,0
2RM28_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-10-28_04-03-04.JPG,0,0,0,0.90,1,0
3AK2E_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX6SDY24_2020-10-30_05-34-45.JPG,0,0,0,0.62,0,0
2RM1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-10-24_11-43-20.JPG,0,0,0,0.77,1,0
3AK0A_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX2SDY33_2020-10-31_11-40-51.JPG,0,0,1,0.77,1,0
1PJ4G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-22_23-59-27.JPG,0,0,0,0.91,1,0
1PJ4G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-22_23-59-27.JPG,0,0,0,0.69,1,0
3AK0M_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX5SDY37_2020-10-31_16-09-30.JPG,0,0,0,0.82,0,0
1PJ94_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-20_22-58-03.JPG,0,0,1,0.60,1,0
3AK0A_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX2SDY40_2020-10-31_11-40-51.JPG,0,0,0,0.78,1,0
3AJZS_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX12SDY42_2020-10-30_03-52-24.JPG,0,0,0,0.69,1,0
3AJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX2SDY33_2020-11-13_07-17-58.JPG,0,0,1,0.92,1,0
1PJ4U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-11-26_00-16-47.JPG,0,0,1,0.83,1,0
3AJYU_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX8SDY11_2020-10-29_03-10-03 (1).JPG,0,0,1,0.92,1,0
2RM1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX1SDY18_2020-10-24_11-43-20.JPG,0,0,1,0.64,1,0
1PJ32_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX10SDY11_2020-11-01_19-39-46.JPG,0,0,0,0.89,1,0
1PJ5O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-28_09-42-09.JPG,0,0,0,0.80,0,0
2RM42_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-22_08-57-23.JPG,0,0,0,0.62,1,0
3AJVE_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX2SDY40_2020-10-27_16-30-03.JPG,0,0,1,0.48,1,0
2RM24_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-10-29_18-33-09.JPG,0,0,1,0.53,0,0
1PJ5M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-28_08-55-22.JPG,0,0,1,0.43,1,0
3AJXA_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX11SDY29_2020-10-24_17-45-48.JPG,0,0,1,0.85,0,0
3AK0A_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX12SDY42_2020-10-31_11-40-51.JPG,0,0,0,0.86,1,0
1PJ26_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-10-26_10-15-49.JPG,0,0,0,0.59,0,0
3AJYY_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX8SDY11_2020-10-30_03-52-24.JPG,0,0,0,0.50,1,0
2RLZO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-10-30_08-28-25.JPG,0,0,0,0.77,1,0
3AJWM_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX12SDY42_2020-10-24_15-54-10.JPG,0,0,0,0.64,1,0
1PJ5C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-11-28_00-03-41.JPG,0,0,1,0.85,1,0
2RM24_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-10-29_18-33-09.JPG,0,0,1,0.67,1,0
1PJ4S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-24_04-07-48.JPG,0,0,0,0.66,1,0
2RM40_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-24_01-33-45.JPG,0,0,0,0.70,1,0
3AJUQ_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX8SDY22_2020-11-22_12-28-45.JPG,0,0,0,0.93,0,0
3AK0A_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX14SDY27_2020-10-31_11-40-51.JPG,0,0,0,0.46,1,0
3AJWC_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX7SDY40_2020-11-22_14-08-46.JPG,0,0,0,0.58,0,0
2RM36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-24_01-33-45.JPG,0,0,1,0.46,0,0
1PJ8U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-21_16-49-45.JPG,0,0,0,0.73,1,0
3AJZS_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX2SDY40_2020-10-30_03-52-24.JPG,0,0,0,0.69,1,0
3AJYU_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX2SDY33_2020-10-29_03-10-03.JPG,0,0,0,0.69,0,0
3AK0M_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX4SDY9_2020-10-31_16-09-30.JPG,0,0,0,0.61,1,0
1PJ5S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-11-25_22-55-32.JPG,0,0,0,0.82,1,0
3AK1C_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX2SDY33_2020-11-18_04-29-05.JPG,0,0,1,0.84,0,0
2RM12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-10-22_18-09-34.JPG,0,0,0,0.63,1,0
2RM0Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-10-22_18-10-16.JPG,0,0,1,0.79,0,0
1PJ7S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-11-27_08-13-51.JPG,0,0,0,0.43,1,0
3AJXQ_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX11SDY29_2020-10-26_08-39-10.JPG,0,0,1,0.85,1,0
3AK0Q_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX2SDY40_2020-11-17_23-44-17.JPG,0,0,1,0.72,1,0
1PJ8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-28_11-51-44.JPG,0,0,0,0.50,1,0
2RM7W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-23_21-34-17.JPG,0,0,0,0.94,1,0
1PJ3M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-10-22_11-08-00.JPG,0,0,0,0.60,1,0
1PJ58_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-26_13-07-46.JPG,0,0,1,0.45,1,0
3AJUM_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX7SDY40_2020-11-22_12-20-48.JPG,0,0,1,0.51,1,0
3AK0G_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX2SDY33_2020-11-21_04-51-08.JPG,0,0,0,0.66,0,0
1PJ4W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-20_16-35-12.JPG,0,0,0,0.45,0,0
3AK1U_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX16DY5SDX9SDY34_2020-11-28_19-46-15.JPG,0,0,0,0.78,0,0
3AJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-11-13_07-17-58.JPG,0,0,1,0.85,1,0
1PJ7Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-11-27_09-29-48.JPG,0,0,1,0.87,1,0
2RM0K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-10-30_10-12-49.JPG,0,0,0,0.58,1,0
5X6XS_RWHM_VE_MEAS_CD_SEM_{S5_20_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-11-25_00-09-25.JPG,0,0,1,0.72,0,0
1PJ4W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX4SDY40_2020-11-20_16-35-12.JPG,0,0,0,0.77,1,0
2RM38_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-12_17-20-11.JPG,0,0,0,0.84,1,0
1PJ7W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-26_11-08-14.JPG,0,0,0,0.58,1,0
3AK1U_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX2SDY40_2020-11-28_19-46-15.JPG,0,0,0,0.58,0,0
1PJ44_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-10-28_19-03-46.JPG,0,0,0,0.65,1,0
2RM7W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-11-23_21-34-17.JPG,0,0,0,0.47,0,0
1PJ4K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX2SDY27_2020-11-01_19-33-35.JPG,0,0,0,0.50,0,0
3AJYU_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX5SDY37_2020-10-29_03-10-03.JPG,0,0,1,0.45,0,0
1PJ5K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX1SDY18_2020-11-28_12-37-01.JPG,0,0,0,0.82,1,0
3AK0M_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-10-31_16-09-30.JPG,0,0,1,0.74,1,0
3JOV4_RWHM_VE_MEAS_CD_SEM_{S5_20_5_S5_LW_M1}_DX7DY5SDX2SDY33_2020-11-03_17-05-41.JPG,0,0,0,0.56,1,0
3AJUQ_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX4SDY30_2020-11-22_12-28-45.JPG,0,0,0,0.87,1,0
1PJ5A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-28_05-08-21.JPG,0,0,0,0.88,1,0
3AJWM_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX4SDY9_2020-10-24_15-54-10.JPG,0,0,1,0.56,1,0
1PJ80_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-11-24_04-31-00.JPG,0,0,0,0.44,1,0
2RM12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX8SDY24_2020-10-22_18-09-34.JPG,0,0,0,0.52,1,0
1PJ5O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-28_09-42-09.JPG,0,0,0,0.59,0,0
2RM42_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX11SDY34_2020-11-22_08-57-23.JPG,0,0,0,0.71,1,0
3AJZQ_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX2SDY40_2020-11-18_16-29-11.JPG,0,0,0,0.80,1,0
8S0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-10-28_08-39-02.JPG,0,0,0,0.94,1,0
2RM28_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-10-28_04-03-04.JPG,0,0,1,0.94,1,0
3AK0K_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-10-31_16-09-30.JPG,0,0,0,0.75,0,0
1PJ8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-11-28_11-51-44.JPG,0,0,1,0.61,0,0
2RM26_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX8SDY24_2020-10-29_04-30-16.JPG,0,0,1,0.49,0,0
1PJ5G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-28_05-08-21.JPG,0,0,0,0.65,0,0
1PJ7W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-26_11-08-14.JPG,0,0,0,0.71,0,0
1PJ4O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-24_04-07-48.JPG,0,0,0,0.66,1,0
1PJ3Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-10-28_19-16-28.JPG,0,0,1,0.42,1,0
3AJZU_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX3SDY20_2020-11-26_11-46-20.JPG,0,0,0,0.58,1,0
2RM26_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-10-29_04-30-16.JPG,0,0,1,0.43,0,0
2RM1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-10-24_11-43-20.JPG,0,0,0,0.85,1,0
1PJ8S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-20_22-58-03.JPG,0,0,0,0.47,1,0
1PJ7S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-27_08-13-51.JPG,0,0,0,0.66,1,0
2RM38_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-11-12_17-20-11.JPG,0,0,0,0.85,0,0
6GK2C_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX11SDY29_2020-11-10_04-19-01.JPG,0,0,0,0.76,1,0
2RM12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-10-22_18-09-34.JPG,0,0,1,0.47,1,0
2RM7M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-28_23-41-04.JPG,0,0,0,0.52,1,0
3AK1U_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX12SDY42_2020-11-28_19-46-15.JPG,0,0,0,0.44,0,0
3AJZ4_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX4SDY9_2020-10-28_12-38-01.JPG,0,0,0,0.52,1,0
3AK1C_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX8SDY22_2020-11-18_04-29-05.JPG,0,0,1,0.61,0,0
2RM7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-28_02-22-57.JPG,0,0,1,0.46,0,0
2RM32_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-14_18-09-43.JPG,0,0,1,0.89,1,0
2RM26_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-10-29_04-30-16.JPG,0,0,0,0.92,0,0
2RM0M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-30_03-53-07.JPG,0,0,0,0.44,0,0
2RM0O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-10-22_18-25-59.JPG,0,0,0,0.63,0,0
1PJ7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-14_12-25-18.JPG,0,0,1,0.53,0,0
1PJ7I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-25_19-53-45.JPG,0,0,1,0.69,1,0
2RM12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-10-22_18-09-34.JPG,0,0,0,0.90,1,0
1PJ4Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-27_09-20-20.JPG,0,0,0,0.82,1,0
1PJ4U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-26_00-16-47.JPG,0,0,0,0.84,1,0
1PJ8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-28_03-50-23.JPG,0,0,0,0.80,0,0
1PJ5M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX4SDY40_2020-11-28_08-55-22.JPG,0,0,1,0.48,0,0
6GK2E_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX8SDY22_2020-11-13_12-18-24.JPG,0,0,1,0.84,0,0
1PJ72_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-26_10-25-14.JPG,0,0,1,0.58,0,0
1PJ3M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-10-22_11-08-00.JPG,0,0,0,0.48,0,0
2RM0I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-10-30_03-53-07.JPG,0,0,0,0.90,1,0
3AJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX11SDY29_2020-11-13_07-17-58.JPG,0,0,1,0.44,0,0
2RM18_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-10-24_12-22-44.JPG,0,0,0,0.88,0,0
2RM38_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-12_17-20-11.JPG,0,0,0,0.59,1,0
1PJ8Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-11-20_23-58-03.JPG,0,0,1,0.81,1,0
1PJ32_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-11-01_19-39-46.JPG,0,0,0,0.67,1,0
1PJ44_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-10-28_19-03-46.JPG,0,0,0,0.78,1,0
2RM18_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-10-24_12-22-44.JPG,0,0,0,0.40,1,0
2RM7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-28_02-22-57.JPG,0,0,0,0.48,1,0
2RM14_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-10-26_04-09-49.JPG,0,0,0,0.40,1,0
8S0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX10SDY22_2020-10-24_15-10-59.JPG,0,0,1,0.72,1,0
3AK1C_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX4SDY9_2020-11-18_04-29-05.JPG,0,0,1,0.94,0,0
2RM30_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-30_16-00-35.JPG,0,0,1,0.70,0,0
