file name,label,vanti,train \ test,score,vanti with PR
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-10-31_22-16-17.JPG,0,1,0,0.13,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX3SDY11_2020-10-31_22-16-17.JPG,0,0,0,0.94,0
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX3SDY11_2020-10-31_16-55-17.JPG,0,1,0,0.28,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX6SDY30_2020-10-31_16-55-17.JPG,0,1,0,0.43,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX10SDY22_2020-10-31_16-55-17.JPG,0,1,0,0.54,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX6SDY30_2020-10-31_22-16-17.JPG,0,1,0,0.53,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX14SDY42_2020-10-31_16-55-17.JPG,0,1,0,0.46,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX14SDY42_2020-10-31_22-16-17.JPG,0,1,1,0.35,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX6SDY30_2020-10-31_22-16-17.JPG,0,1,0,0.23,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX3SDY11_2020-10-31_16-55-17.JPG,0,1,0,0.56,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX14SDY42_2020-10-31_22-16-17.JPG,0,0,0,0.76,0
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX6SDY30_2020-10-31_22-16-17.JPG,0,1,0,0.56,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-10-31_16-55-17.JPG,0,1,1,0.18,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX17DY8SDX14SDY1_2020-10-31_22-16-17.JPG,0,1,1,0.34,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX5DY9SDX14SDY1_2020-10-31_22-16-17.JPG,0,1,0,0.55,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX12DY6SDX14SDY1_2020-10-31_16-55-17.JPG,0,1,0,0.31,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX13DY4SDX14SDY1_2020-10-31_22-16-17.JPG,0,1,1,0.34,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX14DY10SDX14SDY1_2020-10-31_16-55-17.JPG,0,1,1,0.46,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX4DY7SDX14SDY1_2020-10-31_16-55-17.JPG,0,1,1,0.30,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX9DY7SDX14SDY1_2020-10-31_16-55-17.JPG,0,1,0,0.24,1
9L0PK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX14SDY42_2020-12-04_09-53-05.JPG,0,1,0,0.38,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,0,0.24,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.39,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.20,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.53,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.26,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.28,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.56,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.49,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,0,0.22,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.38,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,1,0.42,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX3SDY11_2020-12-07_22-54-23.JPG,0,0,0,0.89,0
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,0,0.33,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX3SDY11_2020-12-07_22-54-23.JPG,0,0,0,0.87,0
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.20,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,0,0.47,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,1,0.36,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.31,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.29,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,0,0.44,1
9L0PM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX11DY14SDX14SDY1_2020-12-07_22-54-23.JPG,0,1,1,0.18,1
9L0PO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY6SDX14SDY1_2020-10-28_23-02-51.JPG,0,1,0,0.31,1
9L0PO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY12SDX14SDY1_2020-10-28_23-02-51.JPG,0,1,1,0.16,1
9L0PO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY12SDX14SDY1_2020-10-28_23-02-51.JPG,0,1,1,0.38,0
9L0PO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX3DY10SDX14SDY1_2020-10-28_23-02-51.JPG,0,1,0,0.57,1
9L0PO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX12DY13SDX14SDY1_2020-10-28_23-02-51.JPG,0,1,0,0.43,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX3SDY11_2020-10-29_09-49-26.JPG,0,1,0,0.40,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX10SDY22_2020-10-29_09-49-26.JPG,0,1,0,0.23,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX10SDY22_2020-10-29_09-49-26.JPG,0,1,1,0.25,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX6SDY30_2020-10-29_09-49-26.JPG,0,1,0,0.50,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-10-29_09-49-26.JPG,0,1,0,0.25,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX3SDY11_2020-10-29_09-49-26.JPG,0,1,0,0.30,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX6SDY30_2020-10-29_09-49-26.JPG,0,1,1,0.47,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX14SDY42_2020-10-29_09-49-26.JPG,0,1,0,0.21,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX3SDY11_2020-10-29_09-49-26.JPG,0,1,1,0.37,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX10SDY22_2020-10-29_09-49-26.JPG,0,1,1,0.16,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX6SDY30_2020-10-29_09-49-26.JPG,0,1,0,0.53,1
9L0PQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX7DY11SDX14SDY1_2020-10-29_09-49-26.JPG,0,1,0,0.42,1
9L0PU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX3SDY11_2020-11-27_12-02-48.JPG,0,1,0,0.12,1
9L0PU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX3SDY11_2020-11-27_12-02-48.JPG,0,1,1,0.23,1
9L0PU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX6SDY30_2020-11-27_13-25-29.JPG,0,1,0,0.18,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX10SDY22_2020-10-30_06-14-51.JPG,0,1,0,0.41,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX6SDY30_2020-10-30_06-14-51.JPG,0,1,0,0.12,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX6SDY30_2020-10-30_06-14-51.JPG,0,1,1,0.13,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX6SDY30_2020-10-30_06-14-51.JPG,0,1,0,0.55,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX10SDY22_2020-10-30_06-14-51.JPG,0,1,1,0.41,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX3SDY11_2020-10-30_06-14-51.JPG,0,1,0,0.16,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX10SDY22_2020-10-30_06-14-51.JPG,0,1,0,0.16,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX3SDY11_2020-10-30_06-14-51.JPG,0,1,0,0.49,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX3SDY11_2020-10-30_06-14-51.JPG,0,1,0,0.54,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX14SDY42_2020-10-30_06-14-51.JPG,0,1,0,0.34,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX3SDY11_2020-10-30_06-14-51.JPG,0,1,0,0.44,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX3SDY11_2020-10-30_06-14-51.JPG,0,1,0,0.58,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX10SDY22_2020-10-30_06-14-51.JPG,0,1,1,0.49,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY12SDX14SDY1_2020-10-30_06-14-51.JPG,0,1,1,0.28,1
9L0Q4_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX8DY13SDX14SDY1_2020-10-30_06-14-51.JPG,0,1,0,0.52,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX3SDY11_2020-12-02_05-10-01.JPG,0,1,0,0.23,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX10SDY22_2020-12-02_05-10-01.JPG,0,1,0,0.59,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX14SDY42_2020-12-02_05-10-01.JPG,0,1,1,0.39,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX14SDY42_2020-12-02_05-10-01.JPG,0,1,0,0.48,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX3SDY11_2020-12-02_05-10-01.JPG,0,1,1,0.56,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX3SDY11_2020-12-02_05-10-01.JPG,0,1,0,0.12,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX3SDY11_2020-12-02_05-10-01.JPG,0,1,0,0.21,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX14SDY42_2020-12-02_05-10-01.JPG,0,1,0,0.56,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX6SDY30_2020-12-02_05-10-01.JPG,0,1,1,0.28,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX10SDY22_2020-12-02_05-10-01.JPG,0,1,0,0.15,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX3SDY11_2020-12-02_05-10-01.JPG,0,1,1,0.14,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY5SDX14SDY1_2020-12-02_05-10-01.JPG,0,1,0,0.41,1
9L0QA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY11SDX14SDY1_2020-12-02_05-10-01.JPG,0,1,1,0.21,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX3SDY11_2020-10-28_23-05-30.JPG,0,1,0,0.38,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX10SDY22_2020-10-28_23-05-30.JPG,0,1,0,0.28,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX10SDY22_2020-10-28_23-05-30.JPG,0,1,0,0.59,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX10SDY22_2020-10-28_23-05-30.JPG,0,1,0,0.37,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX14SDY42_2020-10-28_23-05-30.JPG,0,1,0,0.59,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX10SDY22_2020-10-28_23-05-30.JPG,0,1,0,0.45,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX10SDY22_2020-10-28_23-05-30.JPG,0,1,0,0.50,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX10SDY22_2020-10-28_23-05-30.JPG,0,1,0,0.59,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX14SDY42_2020-10-28_23-05-30.JPG,0,1,1,0.38,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX14SDY42_2020-10-28_23-05-30.JPG,0,1,0,0.56,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY5SDX14SDY1_2020-10-28_23-05-30.JPG,0,1,1,0.36,1
9L0QG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY11SDX14SDY1_2020-10-28_23-05-30.JPG,0,1,0,0.12,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,0,0.59,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX10SDY22_2020-10-29_03-26-47.JPG,0,1,1,0.23,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,1,0.32,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,1,0.42,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX3SDY11_2020-10-29_03-26-47.JPG,0,1,1,0.55,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,0,0.53,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX3SDY11_2020-10-29_03-26-47.JPG,0,1,0,0.32,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,0,0.21,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX10SDY22_2020-10-29_03-26-47.JPG,0,1,0,0.28,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,0,0.56,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX3SDY11_2020-10-29_03-26-47.JPG,0,1,0,0.51,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX3SDY11_2020-10-29_03-26-47.JPG,0,1,0,0.50,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX3SDY11_2020-10-29_03-26-47.JPG,0,1,0,0.27,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX6SDY30_2020-10-29_03-26-47.JPG,0,1,0,0.41,1
9L0QI_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX10SDY22_2020-10-29_03-26-47.JPG,0,1,1,0.14,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-29_02-20-37.JPG,0,1,1,0.35,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX3SDY11_2020-10-29_02-20-37.JPG,0,1,1,0.25,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX14SDY42_2020-10-29_02-20-37.JPG,0,1,0,0.53,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX14SDY42_2020-10-29_02-20-37.JPG,0,1,0,0.52,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX3SDY11_2020-10-29_02-20-37.JPG,0,1,1,0.47,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX5DY9SDX14SDY42_2020-10-29_02-20-37.JPG,0,1,0,0.34,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX14SDY42_2020-10-29_02-20-37.JPG,0,1,0,0.13,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX10SDY22_2020-10-29_02-20-37.JPG,0,1,0,0.19,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX10SDY22_2020-10-29_02-20-37.JPG,0,1,0,0.52,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX10SDY22_2020-10-29_02-20-37.JPG,0,1,0,0.55,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX3SDY11_2020-10-29_02-20-37.JPG,0,1,1,0.25,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX7DY14SDX14SDY1_2020-10-29_02-20-37.JPG,0,1,0,0.34,1
9L0QK_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX10DY9SDX14SDY1_2020-10-29_02-20-37.JPG,0,1,0,0.48,1
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX10SDY22_2020-11-21_22-31-57.JPG,0,0,0,0.73,0
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX6SDY30_2020-11-21_22-31-57.JPG,0,1,0,0.22,1
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX14SDY42_2020-11-21_22-31-57.JPG,0,1,0,0.45,1
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX6SDY30_2020-11-21_22-31-57.JPG,0,1,0,0.29,1
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX10SDY22_2020-11-21_22-31-57.JPG,0,1,0,0.19,1
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX14SDY42_2020-11-21_22-31-57.JPG,0,1,0,0.47,1
9L0QO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX13DY4SDX14SDY1_2020-11-21_22-31-57.JPG,0,1,1,0.52,1
9L0QQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-29_08-19-47.JPG,0,1,1,0.51,1
9L0QQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX10SDY22_2020-10-29_08-19-47.JPG,0,0,0,0.55,0
9L0QQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX6SDY30_2020-10-29_08-19-47.JPG,0,1,0,0.45,1
